"X","Ticker.Symbol","Period.Ending","After.Tax.ROE","Capital.Expenditures","Cash.Ratio","Cash.and.Cash.Equivalents","Current.Ratio","Depreciation","Gross.Margin","Gross.Profit","Interest.Expense","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Net.Cash.Flow","Net.Income","Operating.Income","Operating.Margin","Profit.Margin","Quick.Ratio","Research.and.Development","Total.Assets","Total.Equity","Total.Liabilities","Earnings.Per.Share","Estimated.Shares.Outstanding"
2,"AAL","2014-12-31",143,-5.311e+09,60,1.768e+09,88,1.342e+09,63,2.703e+10,8.87e+08,1.799e+09,-1.026e+09,1.6043e+10,0,-1.46e+08,2.882e+09,4.249e+09,10,7,80,0,4.3225e+10,2.021e+09,4.1204e+10,4.02,716915422.886
3,"AAL","2015-12-31",135,-6.151e+09,51,1.085e+09,73,1.487e+09,73,2.9894e+10,8.8e+08,4.43e+08,-6.33e+08,1.833e+10,0,-6.04e+08,7.61e+09,6.204e+09,15,19,67,0,4.8415e+10,5.635e+09,4.278e+10,11.39,668129938.543
14,"ABBV","2014-12-31",102,-6.12e+08,74,8.348e+09,141,7.86e+08,78,1.5534e+10,3.91e+08,3.08e+08,-1.93e+08,1.0538e+10,9.2e+07,-1.247e+09,1.774e+09,3.411e+09,17,9,131,3.297e+09,2.7513e+10,1.742e+09,2.5771e+10,1.11,1598198198.2
15,"ABBV","2015-12-31",130,-5.32e+08,77,8.399e+09,150,8.36e+08,80,1.8359e+10,6.86e+08,2.9e+07,1.503e+09,2.924e+10,1.45e+08,5.1e+07,5.144e+09,7.537e+09,33,23,134,4.285e+09,5.305e+10,3.945e+09,4.9105e+10,3.15,1633015873.02
22,"ABT","2014-12-31",11,-1.077e+09,43,4.063e+09,130,1.548e+09,54,1.1029e+10,1.5e+08,4.117e+09,-2.8e+07,3.393e+09,2.29e+08,5.88e+08,2.284e+09,2.599e+09,13,11,104,1.345e+09,4.1207e+10,2.1526e+10,1.9681e+10,1.5,1522666666.67
23,"ABT","2015-12-31",21,-1.11e+09,67,5.001e+09,154,1.472e+09,57,1.1658e+10,1.63e+08,-8.21e+08,2.15e+08,5.871e+09,4.041e+09,9.38e+08,4.423e+09,2.867e+09,14,22,126,1.405e+09,4.1247e+10,2.1211e+10,2.0036e+10,2.94,1504421768.71
34,"ADM","2014-12-31",11,-8.94e+08,42,5.976e+09,167,8.94e+08,6,4.768e+09,3.37e+08,-1.05e+08,1.276e+09,5.528e+09,4.377e+09,-2.022e+09,2.248e+09,2.756e+09,3,3,107,0,4.3997e+10,1.9575e+10,2.4367e+10,3.44,653488372.093
35,"ADM","2015-12-31",10,-1.125e+09,49,6.124e+09,162,8.82e+08,6,4.02e+09,3.08e+08,3.5e+07,-1.693e+09,5.779e+09,4.34e+09,-1.89e+08,1.849e+09,1.81e+09,3,3,101,0,4.0157e+10,1.7899e+10,2.2242e+10,2.99,618394648.829
38,"ADS","2014-12-31",21,-158694000,25,1597492000,219,349810000,31,1658961000,260526000,-2379208000,188052000,8134248000,0,107330000,506293000,1098467000,21,10,219,0,20263977000,2396380000,17867597000,8.72,58061123.8532
39,"ADS","2015-12-31",30,-191683000,25,1624601000,254,524467000,30,1957046000,330184000,-2899032000,98026000,10136018000,0,90885000,596541000,1261860000,20,9,254,0,22421830000,2010030000,20411800000,8.91,66951851.8519
46,"AEE","2014-12-31",9,-1.785e+09,0,5e+06,75,8.13e+08,41,2.467e+09,3.41e+08,-8e+06,-7.2e+07,6.085e+09,5.49e+08,-2.5e+07,5.92e+08,1.254e+09,21,10,52,0,2.2289e+10,6.713e+09,1.5576e+10,2.42,244628099.174
47,"AEE","2015-12-31",9,-1.917e+09,14,2.92e+08,92,8.96e+08,43,2.597e+09,3.55e+08,-2e+06,-9.1e+07,6.88e+09,5.56e+08,2.87e+08,6.36e+08,1.259e+09,21,10,66,0,2.364e+10,6.946e+09,1.6694e+10,2.6,244615384.615
74,"AKAM","2014-12-31",11,-207159000,227,238650000,378,262869000,69,1352931000,15463000,-479392000,101721000,604851000,869992000,-95241000,333948000,489519000,25,17,378,125286000,4001546000,2945335000,1056211000,1.87,178581818.182
75,"AKAM","2015-12-31",10,-311676000,225,289473000,377,318088000,67,1471828000,18525000,153060000,54503000,624288000,774674000,50823000,321406000,466150000,21,15,377,148591000,4187925000,3120878000,1067047000,1.8,178558888.889
78,"ALB","2014-12-31",10,-110576000,218,2489768000,294,103572000,32,770848000,41358000,-40275000,21616000,2223035000,194042000,2012529000,133316000,271298000,11,5,262,88310000,5223103000,1359465000,3863638000,1.69,78885207.1006
79,"ALB","2015-12-31",10,-227649000,13,213734000,113,260076000,33,1196872000,132722000,3154000,-73151000,3174674000,455417000,-2276034000,334906000,442435000,12,9,82,102871000,9615014000,3254392000,6360622000,3.01,111264451.827
82,"ALK","2014-12-31",28,-6.94e+08,73,1.07e+08,98,2.94e+08,57,3.043e+09,2.8e+07,1.43e+08,8.9e+07,6.86e+08,0,2.7e+07,6.05e+08,9.62e+08,18,11,95,0,6.064e+09,2.127e+09,3.937e+09,4.47,135346756.152
83,"ALK","2015-12-31",35,-8.31e+08,74,7.3e+07,92,3.2e+08,65,3.663e+09,8e+06,-1.52e+08,1.31e+08,5.71e+08,0,-3.4e+07,8.48e+08,1.298e+09,23,15,89,0,6.533e+09,2.411e+09,4.122e+09,6.61,128290468.986
89,"ALLE","2014-12-31",3650,-51500000,55,290500000,188,48800000,40,853700000,53800000,0,14500000,1.215e+09,0,63100000,175200000,326300000,15,8,156,0,2015900000,-4800000,2020700000,1.82,96263736.2637
90,"ALLE","2015-12-31",601,-35200000,45,199700000,164,53200000,42,869100000,52900000,12300000,-17200000,1457500000,0,-90800000,153900000,358600000,17,7,119,0,2.263e+09,25600000,2237400000,1.6,96187500
93,"ALXN","2014-12-31",20,-1.37e+08,323,943999000,461,4.7e+07,92,2.06e+09,3e+06,-8.5e+07,2.71e+08,116599000,0,4.14e+08,6.57e+08,8.69e+08,39,29,432,5.14e+08,4201962000,3302018000,899944000,3.32,197891566.265
94,"ALXN","2015-12-31",2,-2.86e+08,195,1.01e+09,341,1.67e+08,91,2.371e+09,4.8e+07,6.35e+08,-1.54e+08,3.405e+09,0,6.6e+07,1.44e+08,5.37e+08,21,6,300,7.09e+08,1.3097e+10,8.259e+09,4.838e+09,0.68,211764705.882
102,"AME","2014-12-31",18,-71327000,40,377615000,169,138584000,35,1424947000,79928000,0,-15515000,1427825000,154322000,82412000,584460000,898586000,22,15,116,0,6420963000,3239561000,3181402000,2.39,244543933.054
103,"AME","2015-12-31",18,-69083000,37,381005000,158,149460000,36,1425015000,91795000,0,-75009000,1556045000,180775000,3390000,590859000,907716000,23,15,108,0,6664530000,3254626000,3409904000,2.46,240186585.366
109,"AMGN","2014-12-31",20,-7.18e+08,386,3.731e+09,495,2.092e+09,78,1.5641e+10,1.071e+09,-4.982e+09,8.84e+08,3.0215e+10,0,-7.4e+07,5.158e+09,6.191e+09,31,26,458,4.297e+09,6.9009e+10,2.5778e+10,4.3231e+10,6.8,758529411.765
110,"AMGN","2015-12-31",25,-5.94e+08,362,4.144e+09,445,2.108e+09,80,1.7435e+10,1.095e+09,-4.421e+09,8.99e+08,2.9182e+10,0,4.13e+08,6.939e+09,8.47e+09,39,32,416,4.07e+09,7.1449e+10,2.8083e+10,4.3366e+10,9.15,758360655.738
118,"AMT","2014-12-31",21,-974404000,25,473698000,50,998932000,73,3005783000,580234000,39515000,357940000,13642955000,575246000,19916000,824910000,1486922000,36,20,50,0,21263565000,3953560000,17310005000,2.02,408371287.129
119,"AMT","2015-12-31",10,-728753000,39,462879000,83,1292260000,73,3462648000,595949000,9504000,150984000,17068807000,732903000,7194000,685074000,1612789000,34,14,83,0,26904272000,6651679000,20252593000,1.42,482446478.873
121,"AMZN","2014-12-31",2,-4.893e+09,62,1.4557e+10,112,4.746e+09,29,2.6236e+10,2.1e+08,8.07e+08,6.898e+09,8.265e+09,0,5.899e+09,-2.41e+08,1.78e+08,0,0,82,0,5.4505e+10,1.0741e+10,4.3764e+10,-0.52,463461538.462
122,"AMZN","2015-12-31",4,-4.589e+09,58,1.589e+10,105,6.281e+09,33,3.5355e+10,4.59e+08,-1.066e+09,1.2608e+10,8.227e+09,0,1.333e+09,5.96e+08,2.233e+09,2,1,75,0,6.4747e+10,1.3384e+10,5.1363e+10,1.28,465625000
125,"AN","2014-12-31",20,-209200000,2,75400000,103,112600000,16,2988700000,1.4e+08,1e+05,9.9e+07,2103400000,0,6200000,418700000,820800000,4,2,28,0,8399700000,2072100000,6327600000,3.57,117282913.165
126,"AN","2015-12-31",19,-247600000,1,74100000,91,132100000,16,3261500000,149200000,-10200000,566700000,1745300000,0,-1300000,442600000,873100000,4,2,21,0,9548200000,2349300000,7198900000,3.93,112620865.14
138,"APA","2014-12-31",20,-1.1378e+10,21,7.69e+08,175,9.874e+09,80,1.018e+10,2.11e+08,1.262e+09,-6.81e+08,1.1245e+10,0,-1.137e+09,-5.06e+09,-2.708e+09,21,40,156,0,5.5952e+10,2.5937e+10,3.0015e+10,-14.06,359886201.991
139,"APA","2015-12-31",917,-5.178e+09,80,1.467e+09,204,2.9517e+10,68,4.318e+09,2.99e+08,1.245e+09,-5.07e+08,8.777e+09,0,6.98e+08,-2.3528e+10,-2.791e+10,437,369,173,0,1.8842e+10,2.566e+09,1.6276e+10,-61.2,384444444.444
141,"APC","2014-12-31",9,-9.508e+09,72,7.369e+09,103,4.55e+09,82,1.5153e+10,7.72e+08,-1.527e+09,4.457e+09,1.5092e+10,0,3.671e+09,-1.75e+09,5.403e+09,29,9,103,0,6.0967e+10,1.9725e+10,4.1242e+10,-3.47,504322766.571
142,"APC","2015-12-31",52,-6.067e+09,22,9.39e+08,95,4.603e+09,63,5.513e+09,8.25e+08,-3e+06,-6.205e+09,1.5636e+10,0,-6.43e+09,-6.692e+09,-8.809e+09,101,77,95,0,4.6331e+10,1.2819e+10,3.3512e+10,-13.18,507738998.483
150,"APH","2014-12-31",24,-209100000,127,968900000,330,168100000,32,1693800000,80400000,-60200000,152600000,2654600000,0,82100000,709100000,1034600000,19,13,247,0,6985900000,2907400000,4078500000,2.26,313761061.947
151,"APH","2015-12-31",24,-172100000,175,1737200000,382,171600000,32,1779500000,68300000,335900000,35400000,2813200000,0,768300000,763500000,1104700000,20,14,297,0,7458400000,3238500000,4219900000,2.47,309109311.741
154,"ARNC","2014-12-31",2,-1.219e+09,34,1.877e+09,144,1.372e+09,20,4.769e+09,4.73e+08,-1.38e+08,-8.98e+08,8.769e+09,1.944e+09,4.4e+08,2.68e+08,1.017e+09,4,1,87,2.18e+08,3.7363e+10,1.2306e+10,2.5057e+10,0.21,1276190476.19
155,"ARNC","2015-12-31",3,-1.18e+09,37,1.919e+09,153,1.28e+09,20,4.465e+09,4.98e+08,-9.4e+07,-1.199e+09,9.044e+09,1.685e+09,4.2e+07,-3.22e+08,7.48e+08,3,1,87,2.38e+08,3.6528e+10,1.2046e+10,2.4482e+10,-0.31,1038709677.42
158,"ATVI","2014-12-31",12,-1.07e+08,179,4.848e+09,241,3.53e+08,65,2.883e+09,2.02e+08,2.1e+07,5.53e+08,4.324e+09,9e+06,4.38e+08,8.35e+08,1.183e+09,27,19,236,5.71e+08,1.4642e+10,7.233e+09,7.409e+09,1.14,732456140.351
159,"ATVI","2015-12-31",11,-1.11e+08,70,1.823e+09,130,5.01e+08,66,3.079e+09,1.98e+08,0,1.81e+08,4.079e+09,9e+06,-3.025e+09,8.92e+08,1.319e+09,28,19,125,6.46e+08,1.5251e+10,8.068e+09,7.183e+09,1.21,737190082.645
172,"AWK","2014-12-31",9,-9.56e+08,3,3.7e+07,46,4.24e+08,55,1.661e+09,0,-9e+06,-2.5e+07,5.795e+09,0,-4e+06,4.23e+08,1.003e+09,33,14,43,0,1.6038e+10,4.915e+09,1.1108e+10,2.36,179237288.136
173,"AWK","2015-12-31",9,-1.16e+09,4,6.6e+07,43,4.4e+08,56,1.755e+09,0,-1.97e+08,2.3e+07,6.211e+09,0,2.2e+07,4.76e+08,1.075e+09,34,15,40,0,1.7241e+10,5.049e+09,1.218e+10,2.66,178947368.421
187,"BA","2014-12-31",63,-2.236e+09,27,1.1733e+10,140,1.906e+09,15,1.401e+10,3.33e+08,4.799e+09,5.943e+09,8.141e+09,4.525e+09,2.645e+09,5.446e+09,7.473e+09,8,6,44,3.047e+09,9.2921e+10,8.665e+09,8.4256e+10,7.47,729049531.459
188,"BA","2015-12-31",82,-2.45e+09,24,1.1302e+10,135,1.833e+09,15,1.4026e+10,2.75e+08,5.54e+08,3.949e+09,8.73e+09,4.642e+09,-4.31e+08,5.176e+09,7.443e+09,8,5,42,3.331e+09,9.4408e+10,6.335e+09,8.8073e+10,7.52,688297872.34
196,"BAX","2014-12-31",31,-9.25e+08,48,2.925e+09,168,7.92e+08,43,4.581e+09,1.45e+08,0,-3.7e+07,7.331e+09,0,1.92e+08,2.497e+09,6.56e+08,6,23,142,6.1e+08,2.6138e+10,8.12e+09,1.8018e+10,4.61,541648590.022
197,"BAX","2015-12-31",11,-9.11e+08,128,2.213e+09,205,7.59e+08,42,4.146e+09,1.26e+08,0,2.36e+08,3.935e+09,0,-7.12e+08,9.68e+08,4.49e+08,5,10,177,6.03e+08,2.0975e+10,8.846e+09,1.2129e+10,1.78,543820224.719
211,"BCR","2014-12-31",16,-126600000,164,1007600000,333,174100000,62,2.065e+09,44800000,7100000,-3.5e+07,1401900000,0,-106800000,294500000,781500000,24,9,272,3.02e+08,5092600000,1804900000,3287700000,3.83,76892950.3916
212,"BCR","2015-12-31",9,-102900000,82,1030900000,156,193100000,62,2114800000,44900000,2.1e+07,-217300000,1144100000,0,-9600000,135400000,843500000,25,4,123,259200000,4.844e+09,1455300000,3388700000,1.8,75222222.2222
219,"BHI","2014-12-31",9,-1.791e+09,38,1.74e+09,260,1.814e+09,20,4.805e+09,2.32e+08,0,3.81e+08,3.913e+09,0,3.41e+08,1.719e+09,2.859e+09,12,7,172,6.13e+08,2.8827e+10,1.8625e+10,1.0202e+10,3.93,437404580.153
220,"BHI","2015-12-31",12,-9.65e+08,84,2.324e+09,334,1.742e+09,8,1.327e+09,2.17e+08,-3.1e+08,-1.654e+09,3.89e+09,0,5.84e+08,-1.967e+09,-2.396e+09,15,12,229,4.66e+08,2.408e+10,1.6298e+10,7.782e+09,-4.49,438084632.517
223,"BIIB","2014-12-31",27,-287800000,83,1204900000,204,688100000,88,8532300000,0,-864200000,353300000,580300000,2225300000,643200000,2934800000,3972400000,41,30,168,1893400000,14314700000,1.0809e+10,3505700000,12.42,236296296.296
224,"BIIB","2015-12-31",38,-6.43e+08,133,1.308e+09,260,600400000,88,9523400000,0,-2801900000,-2.72e+08,6521500000,3.868e+09,148900000,3.547e+09,4.891e+09,45,33,225,2012800000,19504800000,9372800000,1.0132e+10,15.38,230624187.256
232,"BLL","2014-12-31",45,-390800000,10,191400000,115,280900000,19,1666500000,159900000,0,363300000,2993800000,0,-224600000,4.7e+08,838600000,10,5,65,0,7.571e+09,1033100000,6537900000,3.39,138643067.847
233,"BLL","2015-12-31",22,-527900000,10,2.24e+08,102,285500000,19,1536700000,143200000,0,-1.8e+07,5054200000,0,32600000,280900000,605200000,8,4,60,0,9.777e+09,1251300000,8525700000,2.05,137024390.244
236,"BMY","2014-12-31",13,-5.26e+08,88,5.571e+09,173,4.67e+08,75,1.1947e+10,0,-1.624e+09,7.4e+08,7.242e+09,4.408e+09,1.985e+09,2.004e+09,2.591e+09,16,13,154,4.534e+09,3.3749e+10,1.4852e+10,1.8897e+10,1.21,1656198347.11
237,"BMY","2015-12-31",11,-8.2e+08,53,2.385e+09,130,3.76e+08,76,1.2651e+10,0,-3.49e+08,-6.54e+08,6.55e+09,4.66e+09,-3.186e+09,1.565e+09,1.89e+09,11,9,115,5.92e+09,3.1748e+10,1.4266e+10,1.7482e+10,0.94,1664893617.02
240,"BSX","2014-12-31",2,-2.59e+08,21,5.87e+08,127,7.34e+08,70,5.17e+09,2.16e+08,-1.2e+07,1.023e+09,3.841e+09,0,3.7e+08,-1.19e+08,-3.01e+08,4,2,93,8.17e+08,1.7024e+10,6.457e+09,1.0567e+10,-0.09,1322222222.22
241,"BSX","2015-12-31",4,-2.47e+08,13,3.19e+08,143,8.05e+08,71,5.304e+09,2.84e+08,-2.05e+08,3.17e+08,5.674e+09,0,-2.68e+08,-2.39e+08,-3.27e+08,4,3,101,8.76e+08,1.8133e+10,6.32e+09,1.1813e+10,-0.18,1327777777.78
243,"BWA","2014-12-31",18,-5.63e+08,37,797800000,137,330400000,21,1756400000,36400000,0,100400000,716300000,403300000,-141700000,655800000,963700000,12,8,114,0,7.228e+09,3616200000,3611800000,2.89,226920415.225
244,"BWA","2015-12-31",17,-577300000,25,577700000,133,320200000,21,1703100000,60400000,13100000,57700000,2108900000,460900000,-220100000,609700000,939700000,12,8,102,0,8825700000,3553700000,5.272e+09,2.72,224154411.765
263,"CAT","2014-12-31",15,-3.379e+09,26,7.341e+09,139,3.163e+09,25,1.3842e+10,4.84e+08,-1.275e+09,1.61e+08,2.7784e+10,1.6265e+10,1.26e+09,2.452e+09,3.314e+09,6,4,96,2.38e+09,8.4681e+10,1.6746e+10,6.7935e+10,5.99,409348914.858
264,"CAT","2015-12-31",17,-3.261e+09,25,6.46e+09,128,3.046e+09,27,1.2878e+10,5.07e+08,-6.8e+08,-2.4e+09,2.5169e+10,1.4821e+10,-8.81e+08,2.512e+09,3.785e+09,8,5,91,2.119e+09,7.8342e+10,1.4809e+10,6.3533e+10,3.54,709604519.774
272,"CBG","2014-12-31",21,-182203000,26,768974000,115,278256000,11,999696000,112035000,43419000,333908000,1808605000,218280000,248972000,484503000,792254000,9,5,115,0,7568010000,2259830000,5308180000,1.47,329593877.551
273,"CBG","2015-12-31",20,-141517000,12,613167000,106,326407000,10,1139269000,118880000,118654000,320914000,2645111000,217943000,-200481000,547132000,835944000,8,5,106,0,11017943000,2712652000,8305291000,1.64,333617073.171
276,"CCI","2014-12-31",6,-758535000,32,298723000,138,1066635000,63,2232150000,573291000,0,411005000,11807526000,1202058000,-47774000,390513000,940682000,27,11,138,0,21143276000,6716225000,14427051000,1.04,375493269.231
277,"CCI","2015-12-31",21,-908892000,36,309541000,115,1073304000,64,2342425000,527128000,54475000,320625000,12143019000,1306408000,3190000,1520992000,946180000,26,42,115,0,22036245000,7089221000,14947024000,4.44,342565765.766
283,"CELG","2014-12-31",31,-150300000,357,4121600000,460,369400000,95,7284500000,176100000,-552900000,267300000,6265700000,0,887200000,1999900000,2.519e+09,33,26,441,2430600000,17340100000,6524800000,10815300000,2.49,803172690.763
284,"CELG","2015-12-31",27,-286300000,333,4880300000,477,4.02e+08,95,8835900000,310600000,1729800000,625300000,14161400000,0,758700000,1.602e+09,2254600000,24,17,455,3697300000,26964400000,5.919e+09,21045400000,2.02,793069306.931
292,"CF","2014-12-31",52,-1808500000,213,2082700000,258,392500000,37,1778500000,178200000,5e+06,94800000,4592500000,861500000,285800000,2183500000,2366500000,50,46,238,0,11254200000,4209700000,7044500000,27.16,80393961.7084
293,"CF","2015-12-31",16,-2469300000,25,308800000,93,479600000,36,1547100000,133200000,12800000,-2.7e+08,5592700000,297800000,-1710600000,664900000,1193100000,28,15,66,0,12738900000,4035200000,8703700000,2.97,223872053.872
300,"CHD","2014-12-31",20,-70500000,47,4.23e+08,112,91200000,44,1452900000,27400000,0,19900000,6.9e+08,24800000,-73900000,413900000,641200000,19,13,85,0,4359200000,2101900000,2257300000,3.06,135261437.908
301,"CHD","2015-12-31",20,-61800000,38,3.3e+08,104,1.01e+08,45,1511800000,30500000,0,51500000,692800000,8400000,-9.3e+07,410400000,674200000,20,12,72,0,4256900000,2023200000,2233700000,3.13,131118210.863
304,"CHK","2014-12-31",11,-6.618e+09,73,4.146e+09,132,2.915e+09,31,7.076e+09,8.9e+07,2.22e+08,-4.91e+08,1.1154e+10,2.71e+08,3.271e+09,1.917e+09,3.477e+09,15,8,132,0,4.0751e+10,1.6903e+10,2.2546e+10,1.93,993264248.705
305,"CHK","2015-12-31",687,-3.771e+09,22,8.25e+08,67,2.229e+09,19,2.469e+09,3.17e+08,-1e+07,-2.22e+09,1.0354e+10,3.82e+08,-3.283e+09,-1.4685e+10,-1.8919e+10,148,115,67,0,1.7357e+10,2.138e+09,1.496e+10,-22.43,654703522.069
308,"CHRW","2014-12-31",43,-22364000,31,488328000,134,57009000,15,2007652000,24987000,0,78436000,5e+08,0,-33107000,449711000,748418000,6,3,134,0,3214338000,1047015000,2167323000,3.06,146964379.085
309,"CHRW","2015-12-31",44,-28115000,12,168229000,119,66409000,17,2268480000,35529000,0,-25358000,5e+08,0,39289000,509699000,858310000,6,4,119,0,3184358000,1150450000,2033908000,3.52,144800852.273
311,"CHTR","2014-12-31",125,-2.221e+09,0,3e+06,21,2.102e+09,34,3.135e+09,9.11e+08,0,1.58e+08,2.0887e+10,0,-1.8e+07,-1.83e+08,9.71e+08,11,2,21,0,2.4388e+10,1.46e+08,2.4242e+10,-1.7,107647058.824
312,"CHTR","2015-12-31",589,-1.84e+09,0,5e+06,17,2.125e+09,34,3.328e+09,1.306e+09,0,3.19e+08,3.5723e+10,0,2e+06,-2.71e+08,1.114e+09,11,3,17,0,3.9316e+10,-4.6e+07,3.9362e+10,-2.43,111522633.745
324,"CL","2014-12-31",190,-7.57e+08,28,1.089e+09,123,4.42e+08,59,1.0109e+10,0,-5.7e+07,5.7e+07,5.644e+09,0,1.27e+08,2.18e+09,3.557e+09,21,13,88,0,1.3459e+10,1.145e+09,1.2314e+10,2.38,915966386.555
325,"CL","2015-12-31",463,-6.91e+08,27,9.7e+08,124,4.49e+08,59,9.399e+09,0,-1.43e+08,-6.7e+07,6.269e+09,0,-1.19e+08,1.384e+09,2.789e+09,17,9,91,0,1.1958e+10,-2.99e+08,1.2257e+10,1.53,904575163.399
339,"CMG","2014-12-31",22,-252590000,309,419465000,350,110474000,27,1117756000,0,-266254000,42032000,0,496106000,96262000,445374000,710800000,17,11,344,0,2527317000,2012369000,514948000,14.35,31036515.6794
340,"CMG","2015-12-31",22,-257418000,237,248005000,291,130368000,26,1174287000,0,-206722000,16911000,0,622939000,-171460000,475602000,763589000,17,11,286,0,2725066000,2127974000,597092000,15.3,31085098.0392
343,"CMI","2014-12-31",21,-7.43e+08,60,2.301e+09,225,4.55e+08,25,4.861e+09,6.4e+07,-9e+06,6.94e+08,1.577e+09,9.81e+08,-3.98e+08,1.651e+09,2.365e+09,12,9,154,7.54e+08,1.5764e+10,7.749e+09,8.015e+09,9.04,182632743.363
344,"CMI","2015-12-31",19,-7.44e+08,48,1.711e+09,209,5.14e+08,26,4.947e+09,6.5e+07,-1.1e+07,-7e+07,1.576e+09,9.75e+08,-5.9e+08,1.399e+09,2.057e+09,11,7,138,7.35e+08,1.5134e+10,7.406e+09,7.728e+09,7.86,177989821.883
347,"CMS","2014-12-31",13,-1.577e+09,13,2.44e+08,133,6.85e+08,29,2.089e+09,4.1e+08,-2.55e+08,5e+07,8.139e+09,8.68e+08,4.5e+07,4.92e+08,1.152e+09,16,7,86,0,1.9185e+10,3.67e+09,1.5478e+10,1.76,279545454.545
348,"CMS","2015-12-31",14,-1.564e+09,12,2.85e+08,101,7.5e+08,34,2.175e+09,4e+08,-3.85e+08,-2.6e+07,8.518e+09,1.091e+09,3.9e+07,5.37e+08,1.163e+09,18,8,67,0,2.0299e+10,3.938e+09,1.6324e+10,1.9,282631578.947
356,"CNP","2014-12-31",13,-1.372e+09,44,2.98e+08,117,1.041e+09,25,2.336e+09,4.71e+08,-1e+06,-5e+06,8.009e+09,4.916e+09,9e+07,6.11e+08,9.35e+08,10,7,103,0,2.32e+10,4.548e+09,1.8652e+10,1.42,430281690.141
