"X","Ticker.Symbol","Period.Ending","After.Tax.ROE","Capital.Expenditures","Cash.Ratio","Cash.and.Cash.Equivalents","Current.Ratio","Depreciation","Gross.Margin","Gross.Profit","Interest.Expense","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Net.Cash.Flow","Net.Income","Operating.Income","Operating.Margin","Profit.Margin","Quick.Ratio","Research.and.Development","Total.Assets","Total.Equity","Total.Liabilities","Earnings.Per.Share","Estimated.Shares.Outstanding"
1061,"MJN","2014-12-31",125,-186600000,108,1297700000,193,91600000,61,2708700000,60300000,4e+06,15800000,1492800000,0,246900000,719800000,9.76e+08,22,16,147,115100000,3763800000,574300000,3189500000,3.55,202760563.38
1062,"MJN","2015-12-31",103,-173700000,136,1701400000,208,99100000,64,2.616e+09,6.5e+07,0,2700000,2.981e+09,0,403700000,653500000,975200000,24,16,169,108400000,3998100000,-632300000,4630400000,3.28,199237804.878
1069,"MLM","2014-12-31",4,-232183000,27,108651000,263,222746000,18,522360000,66057000,1175000,5303000,1571059000,0,66214000,155601000,314873000,11,5,141,0,7219754000,4351166000,2868588000,2.73,56996703.2967
1070,"MLM","2015-12-31",7,-318232000,46,168409000,295,263587000,20,721767000,76287000,1808000,-40053000,1553649000,0,59758000,288792000,479416000,14,8,167,0,6961732000,4057284000,2904448000,4.31,67005104.4084
1076,"MMM","2014-12-31",38,-1.493e+09,56,1.897e+09,206,1.408e+09,48,1.5374e+10,1.42e+08,7.54e+08,2.81e+08,6.705e+09,1.17e+08,-6.84e+08,4.956e+09,7.135e+09,22,16,144,1.77e+09,3.1209e+10,1.3109e+10,1.81e+10,7.63,649541284.404
1077,"MMM","2015-12-31",42,-1.461e+09,27,1.798e+09,154,1.435e+09,49,1.4891e+10,1.49e+08,1.3e+09,-7.35e+08,8.753e+09,1.26e+08,-9.9e+07,4.833e+09,6.946e+09,23,16,105,1.763e+09,3.2883e+10,1.1429e+10,2.1454e+10,7.72,626036269.43
1085,"MO","2014-12-31",168,-1.63e+08,43,3.321e+09,90,2.08e+08,41,1.016e+10,8.08e+08,0,4e+06,1.3693e+10,7.797e+09,1.46e+08,5.07e+09,7.62e+09,31,21,63,0,3.4475e+10,3.014e+09,3.1461e+10,2.56,1980468750
1086,"MO","2015-12-31",182,-2.29e+08,33,2.369e+09,86,2.25e+08,44,1.1114e+10,8.17e+08,-1.32e+08,3.56e+08,1.2915e+10,6.722e+09,-9.52e+08,5.241e+09,8.361e+09,33,21,57,0,3.2535e+10,2.88e+09,2.9655e+10,2.67,1962921348.31
1092,"MOS","2014-12-31",10,-929100000,149,2374600000,327,8.42e+08,21,1926600000,107600000,-154600000,28100000,3.778e+09,849800000,-2918500000,1028600000,1311800000,14,11,219,0,1.8283e+10,10703100000,7579900000,2.69,382379182.156
1093,"MOS","2015-12-31",10,-1000300000,62,1276300000,202,772200000,19,1717900000,97800000,-172700000,263800000,3769500000,980500000,-1098300000,1000400000,1278800000,14,11,126,0,17389500000,9531800000,7857700000,2.79,358566308.244
1097,"MPC","2014-12-31",23,-1.48e+09,17,1.494e+09,132,1.326e+09,14,1.3542e+10,0,-3.225e+09,-1.547e+09,6.575e+09,8.65e+08,-7.98e+08,2.524e+09,3.766e+09,4,3,66,0,3.0425e+10,1.0751e+10,1.9674e+10,8.84,285520361.991
1098,"MPC","2015-12-31",22,-1.998e+09,18,1.127e+09,149,1.646e+09,22,1.616e+10,0,-1.545e+09,-2.4e+09,1.1896e+10,3.622e+09,-3.67e+08,2.852e+09,4.485e+09,6,4,67,0,4.3115e+10,1.3237e+10,2.9878e+10,5.29,539130434.783
1101,"MRK","2014-12-31",25,-1.317e+09,85,7.441e+09,177,6.691e+09,60,2.5469e+10,0,-9.635e+09,2.397e+09,1.8699e+10,1.3515e+10,-8.18e+09,1.192e+10,5.67e+09,13,28,147,7.18e+09,9.8167e+10,4.8647e+10,4.952e+10,4.12,2893203883.5
1102,"MRK","2015-12-31",10,-1.283e+09,70,8.524e+09,155,6.375e+09,62,2.4564e+10,0,3.871e+09,-5.88e+08,2.3929e+10,1.3039e+10,1.083e+09,4.442e+09,6.928e+09,18,11,131,6.704e+09,1.01779e+11,4.4676e+10,5.7103e+10,1.58,2811392405.06
1105,"MRO","2014-12-31",14,-5.16e+09,55,2.398e+09,105,2.861e+09,79,8.6e+09,0,4e+07,-3.3e+07,5.295e+09,1.113e+09,2.134e+09,3.046e+09,1.187e+09,11,28,97,0,3.5983e+10,2.102e+10,1.4963e+10,4.48,679910714.286
1106,"MRO","2015-12-31",12,-3.476e+09,71,1.221e+09,150,2.957e+09,69,3.828e+09,0,7.7e+07,-9.65e+08,7.276e+09,1.003e+09,-1.177e+09,-2.204e+09,-3.03e+09,55,40,132,0,3.2311e+10,1.8553e+10,1.3758e+10,-3.26,676073619.632
1116,"MTD","2014-12-31",47,-89388000,13,85263000,125,62802000,55,1358750000,24537000,123000,-10340000,335790000,0,-26611000,338241000,471771000,19,14,95,123297000,2009110000,719595000,1289515000,11.71,28884799.3168
1117,"MTD","2015-12-31",61,-82506000,18,98887000,142,64038000,56,1351993000,27451000,-5415000,23703000,575138000,0,13624000,352820000,490008000,20,15,104,119076000,1959335000,580457000,1378878000,12.75,27672156.8627
1125,"MUR","2014-12-31",11,-3679464000,53,1193308000,104,2039808000,79,4199045000,115819000,-86471000,0,2517669000,0,443153000,905611000,1205887000,23,17,96,0,16723738000,8573434000,8150304000,5.06,178974505.929
1126,"MUR","2015-12-31",43,-2549736000,27,283183000,86,1751097000,70,1954810000,117375000,217352000,0,3040594000,0,-910125000,-2270833000,-3332217000,120,81,77,0,11493812000,5306728000,6187084000,-13.03,174277283.193
1133,"NBL","2014-12-31",12,-4.871e+09,47,1.183e+09,122,1.759e+09,82,4.17e+09,2.1e+08,4.06e+08,3.81e+08,6.068e+09,0,6.6e+07,1.214e+09,9.18e+08,18,24,122,0,2.2518e+10,1.0325e+10,1.2193e+10,3.36,361309523.81
1134,"NBL","2015-12-31",24,-2.979e+09,57,1.028e+09,126,2.131e+09,69,2.204e+09,2.63e+08,1.08e+08,-5.28e+08,7.976e+09,0,-1.55e+08,-2.441e+09,-2.472e+09,78,77,126,0,2.4196e+10,1.037e+10,1.3826e+10,-6.07,402141680.395
1142,"NEE","2014-12-31",12,-3.142e+09,6,5.77e+08,72,2.896e+09,49,8.27e+09,1.261e+09,-2.989e+09,-8.7e+07,2.4044e+10,2.408e+09,1.39e+08,2.465e+09,4.384e+09,26,14,58,0,7.4605e+10,1.9916e+10,5.4689e+10,5.67,434744268.078
1143,"NEE","2015-12-31",12,-3.511e+09,6,5.71e+08,67,3.203e+09,51,8.89e+09,1.211e+09,-4.239e+09,-1.4e+08,2.6681e+10,2.988e+09,-6e+06,2.752e+09,4.632e+09,26,16,55,0,8.2479e+10,2.2574e+10,5.9905e+10,6.11,450409165.303
1146,"NEM","2014-12-31",5,-1.11e+09,113,2.403e+09,247,1.229e+09,39,2.835e+09,3.61e+08,-1e+06,0,6.48e+09,3.34e+08,8.48e+08,5.08e+08,7.1e+08,10,7,185,3.25e+08,2.4916e+10,1.0274e+10,1.4642e+10,1.02,498039215.686
1147,"NEM","2015-12-31",2,-1.401e+09,198,2.782e+09,352,1.239e+09,44,3.417e+09,3.25e+08,2.9e+07,0,6.087e+09,4.02e+08,3.79e+08,2.2e+08,1.163e+09,15,3,238,2.89e+08,2.5182e+10,1.135e+10,1.3832e+10,0.43,511627906.977
1149,"NFLX","2014-12-31",14,-69726000,60,1113608000,147,2781798000,32,1751896000,50219000,100316000,198267000,885849000,0,508643000,266799000,402648000,7,5,147,472321000,7042500000,1857708000,5184792000,4.44,60089864.8649
1150,"NFLX","2015-12-31",6,-91248000,65,1809330000,154,3547045000,32,2188035000,132716000,-8074000,172560000,2371362000,0,695722000,122641000,305826000,5,2,154,650788000,10202871000,2223426000,7979445000,0.29,422900000
1154,"NFX","2014-12-31",23,-2.128e+09,1,1.4e+07,85,9.03e+08,79,1.803e+09,1.47e+08,8.48e+08,2.9e+07,2.874e+09,2.16e+08,-8.1e+07,9e+08,5.75e+08,25,39,82,0,9.58e+09,3.893e+09,5.687e+09,6.59,136570561.457
1155,"NFX","2015-12-31",244,-1.745e+09,1,5e+06,97,9.17e+08,68,1.06e+09,1.31e+08,0,-1.8e+07,2.467e+09,1.25e+08,-9e+06,-3.362e+09,-5.061e+09,325,216,91,0,4.768e+09,1.379e+09,3.389e+09,-21.18,158734655.335
1161,"NLSN","2014-12-31",8,-1.63e+08,15,2.73e+08,112,5.73e+08,58,3.668e+09,3e+08,-6e+06,-2.3e+07,6.419e+09,0,-2.91e+08,3.84e+08,1.089e+09,17,6,112,0,1.5326e+10,5.056e+09,1.027e+10,1.01,380198019.802
1162,"NLSN","2015-12-31",13,-1.34e+08,21,3.57e+08,113,5.74e+08,59,3.633e+09,3.11e+08,3e+07,6e+07,7.028e+09,0,8.4e+07,5.7e+08,1.093e+09,18,9,113,0,1.5303e+10,4.433e+09,1.087e+10,1.55,367741935.484
1166,"NOV","2014-12-31",12,-6.99e+08,48,3.536e+09,219,7.78e+08,27,5.809e+09,1.05e+08,0,7.91e+08,3.014e+09,3.62e+08,1e+08,2.502e+09,3.613e+09,17,12,148,0,3.3562e+10,2.0692e+10,1.287e+10,5.85,427692307.692
1167,"NOV","2015-12-31",5,-4.53e+08,49,2.08e+09,278,7.47e+08,21,3.063e+09,1.03e+08,0,-2.56e+09,3.928e+09,3.27e+08,-1.456e+09,-7.69e+08,-3.9e+08,3,5,168,0,2.6725e+10,1.6383e+10,1.0342e+10,-1.99,386432160.804
1169,"NSC","2014-12-31",16,-2.118e+09,55,9.73e+08,156,9.56e+08,64,7.423e+09,5.45e+08,2e+06,1.16e+08,8.883e+09,2.679e+09,-4.7e+08,2e+09,3.575e+09,31,17,143,0,3.32e+10,1.2408e+10,2.0792e+10,6.44,310559006.211
1170,"NSC","2015-12-31",13,-2.385e+09,49,1.101e+09,113,1.059e+09,65,6.849e+09,5.45e+08,2.35e+08,-1.52e+08,9.393e+09,2.572e+09,1.28e+08,1.556e+09,2.884e+09,27,15,100,0,3.4139e+10,1.2188e+10,2.1951e+10,5.13,303313840.156
1182,"NUE","2014-12-31",9,-667982000,54,1024144000,307,724423000,9,1906526000,169256000,49529000,-155573000,4360600000,0,-459108000,713946000,1360328000,6,3,176,0,15615927000,7772470000,7843457000,2.22,321597297.297
1183,"NUE","2015-12-31",5,-374123000,147,1939469000,415,700017000,10,1581262000,173531000,-475000,-432399000,4360600000,0,915325000,357659000,877440000,5,2,261,0,14250399000,7416878000,6833521000,1.11,322215315.315
1190,"NWL","2014-12-31",20,-161900000,11,199400000,121,156100000,38,2203400000,60400000,0,27400000,2084500000,0,-26900000,377800000,604700000,11,7,84,0,6564300000,1851400000,4712900000,1.37,275766423.358
1191,"NWL","2015-12-31",19,-211400000,14,274800000,125,171600000,39,2304600000,79900000,0,4.4e+07,2687600000,0,75400000,3.5e+08,601400000,10,6,89,0,7.278e+09,1822900000,5455100000,1.3,269230769.231
1206,"OKE","2014-12-31",53,-1779150000,7,172812000,55,306038000,17,2106543000,356163000,-793827000,-564455000,7150142000,1132653000,23886000,314107000,1143571000,9,3,47,0,15261773000,592115000,14669658000,1.5,209404666.667
1207,"OKE","2015-12-31",73,-1188312000,6,97619000,60,354620000,27,2122154000,416787000,33915000,-223596000,8323582000,948221000,-75150000,244977000,996159000,13,3,47,0,15446111000,335798000,15110313000,1.17,209382051.282
1209,"OMC","2014-12-31",39,-2.13e+08,20,2388100000,92,287200000,18,2715700000,177200000,2.1e+07,0,4542100000,148200000,-322400000,1.104e+09,1944100000,13,7,82,0,21428400000,2.85e+09,18578400000,4.27,258548009.368
1210,"OMC","2015-12-31",45,-202700000,18,2605200000,84,281900000,17,2.643e+09,181100000,-5e+05,0,3564200000,136600000,217100000,1093900000,1920100000,13,7,76,0,22110700000,2452400000,19658300000,4.43,246930022.573
1214,"ORLY","2014-12-31",39,-429987000,9,250560000,109,196291000,51,3708901000,53290000,3705000,434626000,1388397000,13349000,19242000,778182000,1270374000,18,11,18,0,6532083000,2018418000,4513665000,7.46,104313941.019
1215,"ORLY","2015-12-31",47,-414020000,4,116301000,99,212362000,52,4162643000,57129000,4074000,271310000,1390018000,13219000,-134259000,931216000,1514021000,19,12,12,0,6676684000,1961314000,4715370000,9.32,99915879.8283
1218,"OXY","2014-12-31",2,-8.93e+09,95,7.808e+09,168,4.261e+09,65,1.2509e+10,7.7e+07,4.177e+09,-5.84e+08,6.838e+09,2.656e+09,3.96e+08,6.3e+08,-1.334e+09,7,3,156,0,5.6259e+10,3.4959e+10,2.13e+10,0.79,797468354.43
1219,"OXY","2015-12-31",32,-5.272e+09,64,4.394e+09,137,4.544e+09,53,6.676e+09,1.47e+08,8.19e+08,-2.32e+09,6.883e+09,2.396e+09,-5.88e+08,-7.829e+09,-9.756e+09,78,63,123,0,4.3437e+10,2.435e+10,1.9087e+10,-10.23,765298142.717
1230,"PBI","2014-12-31",432,-180556000,48,1054118000,119,198088000,56,2140713000,90888000,-51855000,-121855000,2927127000,819721000,167330000,333755000,567822000,15,9,116,109931000,6499702000,77259000,6422443000,1.65,202275757.576
1231,"PBI","2015-12-31",228,-166329000,34,650557000,102,173312000,56,2019469000,87583000,-67522000,-89042000,2507912000,763054000,-403561000,407943000,603570000,17,11,98,110156000,6141462000,178721000,5962740000,2.04,199972058.824
1234,"PCAR","2014-12-31",20,-1537300000,99,1737600000,174,0,16,3052800000,133700000,-391200000,669100000,5588700000,9042600000,-12500000,1358800000,1671900000,9,7,144,215600000,20618800000,6753200000,1.1214e+10,3.83,354778067.885
1235,"PCAR","2015-12-31",23,-1725200000,110,2016400000,171,0,18,3379200000,1.18e+08,-676900000,339500000,5.795e+09,9303600000,278800000,1.604e+09,2001800000,11,9,146,239800000,21109800000,6940400000,11605100000,4.52,354867256.637
1237,"PCG","2014-12-31",9,-4.833e+09,8,4.49e+08,108,2.433e+09,29,4.883e+09,7.34e+08,2e+06,3.15e+08,1.505e+10,2.512e+09,-1.45e+08,1.45e+09,2.45e+09,14,8,100,0,6.0127e+10,1.5748e+10,4.4127e+10,3.07,472312703.583
1238,"PCG","2015-12-31",5,-5.173e+09,6,3.57e+08,91,2.612e+09,24,4.12e+09,7.73e+08,-1.24e+08,-1.2e+07,1.5925e+10,2.605e+09,-2.8e+07,8.88e+08,1.508e+09,9,5,84,0,6.3234e+10,1.6576e+10,4.6406e+10,1.81,490607734.807
1242,"PCLN","2014-12-31",28,-131504000,311,3149494000,371,267780000,90,7584130000,88353000,350286000,203870000,3824199000,3755653000,1858657000,2421753000,3073312000,36,29,371,0,14770977000,8566694000,6204283000,46.3,52305680.3456
1243,"PCLN","2015-12-31",29,-173915000,184,1478071000,247,346759000,93,8591807000,160229000,-3585452000,166201000,6158443000,7931363000,-1671386000,2551360000,3258907000,35,28,247,0,17420575000,8795469000,8625106000,50.09,50935516.0711
1250,"PEG","2014-12-31",12,-2.82e+09,12,4.02e+08,118,1.427e+09,35,3.85e+09,3.89e+08,6e+06,-2.51e+08,8.215e+09,3.832e+09,-9.1e+07,1.518e+09,2.623e+09,24,14,89,0,3.5287e+10,1.2185e+10,2.3102e+10,3,5.06e+08
1251,"PEG","2015-12-31",13,-3.863e+09,11,3.94e+08,98,1.427e+09,40,4.176e+09,3.93e+08,-3.7e+07,-2e+08,8.834e+09,3.73e+09,-8e+06,1.679e+09,2.962e+09,28,16,70,0,3.7535e+10,1.3066e+10,2.4469e+10,3.32,505722891.566
1258,"PFE","2014-12-31",13,-1.199e+09,167,3.343e+09,258,5.537e+09,81,4.0028e+10,0,-4.223e+09,-5.48e+08,3.5894e+10,1.7518e+10,1.16e+09,9.135e+09,1.3249e+10,27,18,231,8.393e+09,1.67566e+11,7.1301e+10,9.6265e+10,1.44,6343750000
1259,"PFE","2015-12-31",11,-1.397e+09,79,3.641e+09,149,5.157e+09,80,3.9203e+10,0,1.4638e+10,7.28e+08,3.281e+10,1.5999e+10,2.98e+08,6.96e+09,1.1824e+10,24,14,123,7.69e+09,1.6746e+11,6.472e+10,1.02741e+11,1.13,6159292035.4
1285,"PM","2014-12-31",59,-1.153e+09,11,1.682e+09,102,8.89e+08,24,1.9331e+10,1.052e+09,-2.9e+07,-7.51e+08,2.6929e+10,1.083e+09,-4.72e+08,7.493e+09,1.1702e+10,15,9,46,0,3.5187e+10,-1.2629e+10,4.7816e+10,4.76,1574159663.87
1286,"PM","2015-12-31",52,-9.6e+08,22,3.417e+09,103,7.54e+08,24,1.7429e+10,1.008e+09,-5.5e+07,1.06e+08,2.525e+10,8.9e+08,1.735e+09,6.873e+09,1.0623e+10,14,9,48,0,3.3956e+10,-1.3244e+10,4.72e+10,4.42,1554977375.57
1294,"PNR","2014-12-31",5,-129600000,7,110400000,177,252700000,35,2.463e+09,72300000,0,106200000,2997400000,0,-145600000,214900000,851900000,12,3,108,117300000,10655200000,4663800000,5991400000,1.13,190176991.15
1295,"PNR","2015-12-31",2,-134300000,8,126300000,187,271700000,34,2185800000,108700000,0,-80400000,4709300000,0,15900000,-76400000,177200000,3,1,108,119600000,1.1857e+10,4008800000,7848200000,-0.42,181904761.905
1298,"PNW","2014-12-31",9,-910634000,0,7604000,62,496487000,40,1403778000,200950000,-32706000,-78814000,3006573000,731486000,-1922000,397595000,811242000,23,11,46,0,14288890000,4367493000,9921397000,3.59,110750696.379
1299,"PNW","2015-12-31",10,-1076087000,3,39488000,62,571664000,44,1525768000,194964000,-33508000,-94859000,3462391000,747302000,31884000,437257000,854602000,24,13,42,0,15028258000,4583917000,10444341000,3.94,110978934.01
1301,"PPG","2014-12-31",41,-5.64e+08,24,6.86e+08,132,4.5e+08,44,6.443e+09,1.87e+08,1.35e+08,2.31e+08,3.533e+09,4.43e+08,-4.3e+08,2.102e+09,1.485e+09,10,14,95,4.83e+08,1.7535e+10,5.18e+09,1.2355e+10,15.2,138289473.684
1302,"PPG","2015-12-31",28,-4.54e+08,31,1.311e+09,143,4.71e+08,44,6.56e+09,1.25e+08,3.27e+08,1.92e+08,4.026e+09,3.67e+08,6.25e+08,1.406e+09,1.837e+09,12,10,108,4.76e+08,1.7076e+10,4.983e+09,1.2093e+10,5.18,271428571.429
1306,"PPL","2014-12-31",13,-3.674e+09,20,1.399e+09,81,9.88e+08,76,5.963e+09,8.43e+08,-1.2e+08,2.24e+08,1.7054e+10,0,5.36e+08,1.737e+09,2.867e+09,37,22,76,0,4.8606e+10,1.3628e+10,3.4978e+10,2.64,657954545.455
1307,"PPL","2015-12-31",7,-3.533e+09,22,8.36e+08,68,9.42e+08,78,5.951e+09,8.71e+08,1.36e+08,-2.38e+08,1.8563e+10,0,-5.63e+08,6.82e+08,2.831e+09,37,9,59,0,3.9301e+10,9.919e+09,2.9382e+10,1.01,675247524.752
1314,"PSX","2014-12-31",22,-3.773e+09,47,5.207e+09,150,1.019e+09,13,2.1029e+10,2.67e+08,-3e+06,-2.845e+09,7.793e+09,1.0189e+10,-1.93e+08,4.762e+09,3.157e+09,2,3,120,0,4.8692e+10,2.159e+10,2.7102e+10,8.4,566904761.905
1315,"PSX","2015-12-31",18,-5.764e+09,41,3.074e+09,163,1.099e+09,22,2.1282e+10,3.1e+08,0,-2.53e+09,8.843e+09,1.2143e+10,-2.133e+09,4.227e+09,4.429e+09,4,4,117,0,4.858e+10,2.31e+10,2.548e+10,7.78,543316195.373
1322,"PWR","2014-12-31",7,-247216000,17,190515000,226,176457000,15,1168794000,4765000,6214000,-32233000,72489000,0,-298262000,315082000,429060000,6,4,222,0,6253583000,4514473000,1739110000,1.35,233394074.074
1323,"PWR","2015-12-31",10,-209968000,11,128771000,189,198944000,12,923665000,8024000,-4338000,150531000,475364000,0,-61744000,321824000,237503000,3,4,183,0,5213543000,3085494000,2128049000,1.59,202405031.447
1326,"PX","2014-12-31",30,-1.689e+09,5,1.26e+08,114,1.17e+09,43,5.311e+09,2.13e+08,0,-5e+06,8.636e+09,6.93e+08,-1.2e+07,1.694e+09,2.608e+09,21,14,92,9.6e+07,1.9769e+10,5.623e+09,1.4146e+10,5.79,292573402.418
1327,"PX","2015-12-31",35,-1.541e+09,8,1.47e+08,139,1.106e+09,45,4.816e+09,1.61e+08,0,-5.5e+07,8.975e+09,6.65e+08,2.1e+07,1.547e+09,2.321e+09,22,14,111,9.3e+07,1.8319e+10,4.389e+09,1.393e+10,5.39,287012987.013
1339,"R","2014-12-31",12,-2259164000,5,50092000,94,1094312000,21,1385734000,144739000,64267000,372000,4694335000,446099000,-11470000,218341000,353333000,5,3,88,0,9850871000,1819087000,8031784000,4.14,52739371.9807
1340,"R","2015-12-31",15,-2667978000,4,60945000,65,1192728000,23,1485444000,150434000,70980000,-93132000,4868097000,510246000,10853000,304768000,509640000,8,5,62,0,10952580000,1987111000,8965469000,5.75,53003130.4348
1344,"RCL","2014-12-31",9,-1811398000,5,189241000,21,772445000,34,2767574000,258299000,-180526000,-9152000,7644318000,0,-15446000,764146000,941859000,12,9,18,0,20713190000,8284359000,12428831000,3.45,221491594.203
1345,"RCL","2015-12-31",8,-1613340000,9,390713000,19,827008000,39,3199681000,277725000,-110507000,-87122000,7767378000,0,-67676000,665783000,874902000,11,8,17,0,20921855000,8063039000,12858816000,3.03,219730363.036
1347,"REGN","2014-12-31",13,-333006000,138,648719000,318,52686000,93,2614539000,37372000,-87771000,152779000,457711000,460154000,113111000,338126000,823919000,29,12,299,1271353000,3837672000,2550251000,1287421000,3.46,97724277.4566
1348,"REGN","2015-12-31",17,-677933000,129,809102000,359,74909000,90,3711019000,14241000,-229668000,912549000,362919000,632162000,160383000,636056000,1251916000,31,15,330,1620577000,5609132000,3654837000,1954295000,6.17,103088492.707
1351,"RHI","2014-12-31",31,-62830000,46,287119000,212,49681000,41,1922916000,0,-25811000,88099000,1159000,0,11355000,305928000,496625000,11,7,212,0,1647267000,979858000,667409000,2.28,134178947.368
1352,"RHI","2015-12-31",36,-75057000,34,224577000,183,53465000,42,2114471000,0,-28225000,80180000,1007000,0,-62542000,357796000,580480000,11,7,183,0,1671044000,1003781000,667263000,2.72,131542647.059
1368,"ROP","2014-12-31",14,-37644000,97,610430000,241,201287000,59,2101899000,78637000,0,-67074000,2190282000,0,150710000,646033000,999473000,28,18,210,0,8400185000,4755360000,3644825000,6.47,99850540.9583
1369,"ROP","2015-12-31",13,-36260000,108,778511000,225,208397000,60,2164646000,84225000,0,2916000,3264417000,0,168081000,696067000,1027918000,29,19,198,0,10168365000,5298947000,4869418000,6.92,100587716.763
1376,"RRC","2014-12-31",18,-1212282000,0,448000,89,603750000,70,1436785000,168977000,-2814000,-21131000,3030824000,40314000,1e+05,634382000,555300000,27,31,86,0,8704604000,3457429000,5247175000,3.81,166504461.942
1377,"RRC","2015-12-31",26,-1035085000,0,471000,125,1200712000,45,532736000,166439000,367000,-66667000,2651303000,7218000,23000,-713685000,-872936000,74,60,115,0,6900031000,2759658000,4140373000,-4.29,166360139.86
1379,"RSG","2014-12-31",7,-862500000,4,75200000,76,984900000,36,3160200000,348700000,0,-28800000,7050800000,0,-138100000,547600000,1233100000,14,6,76,0,2.0094e+10,7745300000,12348700000,1.54,355584415.584
1380,"RSG","2015-12-31",10,-945600000,2,32400000,67,1.05e+09,39,3596400000,364900000,0,29600000,7527400000,0,-42800000,749900000,1558800000,17,8,67,0,20535900000,7774100000,12761800000,2.14,350420560.748
1388,"SCG","2014-12-31",11,-1.092e+09,6,1.37e+08,87,4.48e+08,33,1.62e+09,3.12e+08,-2.23e+08,3.89e+08,5.497e+09,7.5e+07,1e+06,5.38e+08,1.007e+09,20,11,72,0,1.6818e+10,4.987e+09,1.1831e+10,3.79,141952506.596
